genres,movie_title,movie_id,movie_imdb_link,imdb_score
Drama|Romance,Kamasutra 3D,tt2527238,https://www.imdb.com/title/tt2527238/?ref_=fn_tt_tt_1,5.9
Horror|Thriller,Untitled Vikas Bahl/Jio Studios Project,tt27744786,https://www.imdb.com/title/tt27744786/?ref_=fn_tt_tt_1,7.2
Comedy|Drama|Romance,Cocktail,tt2168910,https://www.imdb.com/title/tt2168910/?ref_=fn_tt_tt_1,6.3
Crime|Drama|Musical,Jewel Thief,tt0061842,https://www.imdb.com/title/tt0061842/?ref_=fn_tt_tt_1,7.9
Action|Comedy|Drama,Deewana,tt0126871,https://www.imdb.com/title/tt0126871/?ref_=fn_tt_tt_1,6.7
Comedy|Drama|Mystery,Bhagam Bhag,tt0805184,https://www.imdb.com/title/tt0805184/?ref_=fn_tt_tt_1,6.6
Comedy|Drama,Newton,tt6484982,https://www.imdb.com/title/tt6484982/?ref_=fn_tt_tt_1,7.6
Comedy|Drama,Made in China,tt8983180,https://www.imdb.com/title/tt8983180/?ref_=fn_tt_tt_1,6.3
Drama|Sport,Kai po che!,tt2213054,https://www.imdb.com/title/tt2213054/?ref_=fn_tt_tt_1,7.8
Action|Comedy|Crime,Babumoshai Bandookbaaz,tt6711660,https://www.imdb.com/title/tt6711660/?ref_=fn_tt_tt_1,6.9
Comedy|Drama|Romance,Humpty Sharma Ki Dulhania,tt3678938,https://www.imdb.com/title/tt3678938/?ref_=fn_tt_tt_1,6
Action|Drama,Chatrapathi,tt13545522,https://www.imdb.com/title/tt13545522/?ref_=fn_tt_tt_1,3.9
Action|Crime|Drama,Kaminey,tt1274295,https://www.imdb.com/title/tt1274295/?ref_=fn_tt_tt_1,7.4
Drama|Mystery|Romance,Karthik Calling Karthik,tt1373156,https://www.imdb.com/title/tt1373156/?ref_=fn_tt_tt_1,7.1
Animation|Action|Adventure,Ramayana: The Legend of Prince Rama,tt0259534,https://www.imdb.com/title/tt0259534/?ref_=fn_tt_tt_1,9.2
Drama|Thriller,Trapped,tt6206564,https://www.imdb.com/title/tt6206564/?ref_=fn_tt_tt_1,7.5
Comedy|Romance,Qarib Qarib Singlle,tt7399470,https://www.imdb.com/title/tt7399470/?ref_=fn_tt_tt_1,7.1
Action|Adventure|Thriller,Baaghi 3,tt8366590,https://www.imdb.com/title/tt8366590/?ref_=fn_tt_tt_1,2.2
Action|Crime|Thriller,Darbar,tt9635540,https://www.imdb.com/title/tt9635540/?ref_=fn_tt_tt_1,5.9
Comedy|Drama|Horror,Bhool Bhulaiyaa 2,tt6455162,https://www.imdb.com/title/tt6455162/?ref_=fn_tt_tt_1,5.7
Action|Crime|Drama,Udta Punjab,tt4434004,https://www.imdb.com/title/tt4434004/?ref_=fn_tt_tt_1,7.7
Drama,Agra,tt11112532,https://www.imdb.com/title/tt11112532/?ref_=fn_tt_tt_1,7.3
Drama|Romance,Notebook,tt9105014,https://www.imdb.com/title/tt9105014/?ref_=fn_tt_tt_1,7
Comedy|Drama|Romance,Tarav sBilal,tt14398454,https://www.imdb.com/title/tt14398454/?ref_=fn_tt_tt_1,5.9
Comedy|Drama,Matru Ki Bijlee Ka Mandola,tt2106537,https://www.imdb.com/title/tt2106537/?ref_=fn_tt_tt_1,5.6
Comedy|Romance,Garam Masala,tt0453671,https://www.imdb.com/title/tt0453671/?ref_=fn_tt_tt_1,6.7
Action|Crime|Romance,Ek Villain Returns,tt11947158,https://www.imdb.com/title/tt11947158/?ref_=fn_tt_tt_1,4.4
Action|Comedy|Romance,Kambakkht Ishq,tt1144804,https://www.imdb.com/title/tt1144804/?ref_=fn_tt_tt_1,3.8
Action|Adventure|Comedy,Go Goa Gone,tt2436516,https://www.imdb.com/title/tt2436516/?ref_=fn_tt_tt_1,6.6
Comedy|Drama|Romance,Jo Jeeta Wohi Sikandar,tt0104561,https://www.imdb.com/title/tt0104561/?ref_=fn_tt_tt_1,8.1
Action|Crime|Drama,Dhamaka,tt13510660,https://www.imdb.com/title/tt13510660/?ref_=fn_tt_tt_1,7
Drama|Romance,Cobalt Blue,tt15314640,https://www.imdb.com/title/tt15314640/?ref_=fn_tt_tt_1,6.5
Crime|Drama|Mystery,Manorama: Six Feet Under,tt0920464,https://www.imdb.com/title/tt0920464/?ref_=fn_tt_tt_1,7.5
Action|Crime|Drama,Antim: The Final Truth,tt13491110,https://www.imdb.com/title/tt13491110/?ref_=fn_tt_tt_1,6.6
Action|Comedy|Crime,Welcome Back,tt3159708,https://www.imdb.com/title/tt3159708/?ref_=fn_tt_tt_1,4.3
Comedy|Drama,Good Newwz,tt8504014,https://www.imdb.com/title/tt8504014/?ref_=fn_tt_tt_1,6.8
Crime|Drama|Thriller,New York,tt1328634,https://www.imdb.com/title/tt1328634/?ref_=fn_tt_tt_1,6.8
Action|Comedy|Drama,Hum,tt0102071,https://www.imdb.com/title/tt0102071/?ref_=fn_tt_tt_1,6.9
Action|Crime|Drama,Detective Byomkesh Bakshy!,tt3447364,https://www.imdb.com/title/tt3447364/?ref_=fn_tt_tt_1,7.6
Action|Adventure,Ram Setu,tt11783766,https://www.imdb.com/title/tt11783766/?ref_=fn_tt_tt_1,5.3
Comedy|Drama|Musical,Life in a Metro,tt0800956,https://www.imdb.com/title/tt0800956/?ref_=fn_tt_tt_1,7.4
Biography|Drama,Aligarh,tt5121000,https://www.imdb.com/title/tt5121000/?ref_=fn_tt_tt_1,7.8
Crime|Drama|Thriller,Pink,tt5571734,https://www.imdb.com/title/tt5571734/?ref_=fn_tt_tt_1,8.1
Action|Drama|Sport,Anek,tt13919802,https://www.imdb.com/title/tt13919802/?ref_=fn_tt_tt_1,6.4
Comedy|Drama|Romance,Befikre,tt5108476,https://www.imdb.com/title/tt5108476/?ref_=fn_tt_tt_1,4.1
Comedy|Romance,Sonu Ke Titu Ki Sweety,tt7581902,https://www.imdb.com/title/tt7581902/?ref_=fn_tt_tt_1,7.1
Drama|Romance,Baghban,tt0337578,https://www.imdb.com/title/tt0337578/?ref_=fn_tt_tt_1,7.4
Comedy|Drama|Family,Kanjoos Makhichoos,tt15717242,https://www.imdb.com/title/tt15717242/?ref_=fn_tt_tt_1,6.6
Drama|Musical|Romance,Guide,tt0059246,https://www.imdb.com/title/tt0059246/?ref_=fn_tt_tt_1,8.3
Drama|War,Tubelight,tt5882970,https://www.imdb.com/title/tt5882970/?ref_=fn_tt_tt_1,3.9
Adventure|Comedy|Drama,Anbe Sivam,tt0367495,https://www.imdb.com/title/tt0367495/?ref_=fn_tt_tt_1,8.6
Comedy|Drama|Romance,Hum Tum,tt0378072,https://www.imdb.com/title/tt0378072/?ref_=fn_tt_tt_1,7
Crime|Drama|Thriller,Special Chabbis,tt2377938,https://www.imdb.com/title/tt2377938/?ref_=fn_tt_tt_1,8
Comedy|Drama,Dasvi,tt14107554,https://www.imdb.com/title/tt14107554/?ref_=fn_tt_tt_1,7.4
Action|Comedy|Thriller,Mrs. Undercover,tt14339846,https://www.imdb.com/title/tt14339846/?ref_=fn_tt_tt_1,5.6
Comedy|Romance,Vicky Donor,tt2317337,https://www.imdb.com/title/tt2317337/?ref_=fn_tt_tt_1,7.8
Action|Comedy|Drama,Bodyguard,tt1729637,https://www.imdb.com/title/tt1729637/?ref_=fn_tt_tt_1,4.7
Mystery|Thriller,Kahaani 2,tt5477608,https://www.imdb.com/title/tt5477608/?ref_=fn_tt_tt_1,6.6
Action|Drama|Fantasy,Malaikottai Vaaliban,tt23023596,https://www.imdb.com/title/tt23023596/?ref_=fn_tt_tt_1,6.2
Action|Thriller,Bellbottom,tt11260832,https://www.imdb.com/title/tt11260832/?ref_=fn_tt_tt_1,6.1
Biography|Comedy|Drama,Kaagaz,tt9569610,https://www.imdb.com/title/tt9569610/?ref_=fn_tt_tt_1,7.3
Crime|Drama,Salaam Bombay!,tt0096028,https://www.imdb.com/title/tt0096028/?ref_=fn_tt_tt_1,7.9
Comedy|Drama|Romance,Meri Pyaari Bindu,tt5472374,https://www.imdb.com/title/tt5472374/?ref_=fn_tt_tt_1,6
Comedy|Crime|Drama,Welcome,tt0488798,https://www.imdb.com/title/tt0488798/?ref_=fn_tt_tt_1,7.1
Crime|Drama|Musical,Baazigar,tt0106333,https://www.imdb.com/title/tt0106333/?ref_=fn_tt_tt_1,7.6
Action|Comedy|Romance,Main Tera Hero,tt2762334,https://www.imdb.com/title/tt2762334/?ref_=fn_tt_tt_1,5.1
Action|Crime|Drama,Singham Returns,tt2309764,https://www.imdb.com/title/tt2309764/?ref_=fn_tt_tt_1,5.7
Action|Adventure|Comedy,Jagga Jasoos,tt4129428,https://www.imdb.com/title/tt4129428/?ref_=fn_tt_tt_1,6.4
Adventure|Drama,India Lockdown,tt13885320,https://www.imdb.com/title/tt13885320/?ref_=fn_tt_tt_1,7.2
Drama,Parched,tt3043252,https://www.imdb.com/title/tt3043252/?ref_=fn_tt_tt_1,7.5
Biography|Drama|War,Sam Bahadur,tt10786774,https://www.imdb.com/title/tt10786774/?ref_=fn_tt_tt_1,7.8
Action|Crime|Drama,Malang-Unleash the Madness,tt9877170,https://www.imdb.com/title/tt9877170/?ref_=fn_tt_tt_1,6.5
Action|Adventure|Comedy,Aladin,tt1227762,https://www.imdb.com/title/tt1227762/?ref_=fn_tt_tt_1,4.7
Action|Drama|Thriller,Madras Cafe,tt2855648,https://www.imdb.com/title/tt2855648/?ref_=fn_tt_tt_1,7.6
Action|Crime|Thriller,Race 3,tt7431594,https://www.imdb.com/title/tt7431594/?ref_=fn_tt_tt_1,1.9
Crime|Drama|Thriller,Mrs. Serial Killer,tt10230426,https://www.imdb.com/title/tt10230426/?ref_=fn_tt_tt_1,4.1
Biography|Drama|Music,Any Body Can Dance 2,tt3679000,https://www.imdb.com/title/tt3679000/?ref_=fn_tt_tt_1,5.4
Comedy|Drama|Romance,Manmarziyaan,tt5474036,https://www.imdb.com/title/tt5474036/?ref_=fn_tt_tt_1,6.9
Action|Drama|Romance,Tere Naam,tt0374271,https://www.imdb.com/title/tt0374271/?ref_=fn_tt_tt_1,7.2
Comedy|Drama|Romance,Tiku weds Sheru,tt15891396,https://www.imdb.com/title/tt15891396/?ref_=fn_tt_tt_1,3.3
Action|Comedy|Romance,Housefull 3,tt4559046,https://www.imdb.com/title/tt4559046/?ref_=fn_tt_tt_1,4.9
Comedy|Drama|Romance,Toilet-Ek Prem Katha,tt5785170,https://www.imdb.com/title/tt5785170/?ref_=fn_tt_tt_1,7.2
Drama|Romance|Thriller,Aitraaz,tt0418460,https://www.imdb.com/title/tt0418460/?ref_=fn_tt_tt_1,6.6
Comedy|Drama|Romance,2 States,tt2372678,https://www.imdb.com/title/tt2372678/?ref_=fn_tt_tt_1,6.9
Action|Drama|Romance,Sadak,tt0156985,https://www.imdb.com/title/tt0156985/?ref_=fn_tt_tt_1,6.4
Crime|Drama|Thriller,Bob Biswas,tt8984572,https://www.imdb.com/title/tt8984572/?ref_=fn_tt_tt_1,6.7
Action|Drama|Musical,Johny Mera Naam,tt0154685,https://www.imdb.com/title/tt0154685/?ref_=fn_tt_tt_1,7.4
Comedy|Crime|Drama,Ladies vs. Ricky Bahl,tt1954598,https://www.imdb.com/title/tt1954598/?ref_=fn_tt_tt_1,6
Crime|Drama|Mystery,Johnny Gaddaar,tt1077248,https://www.imdb.com/title/tt1077248/?ref_=fn_tt_tt_1,7.9
Action|Crime|Thriller,Thunivu,tt15163652,https://www.imdb.com/title/tt15163652/?ref_=fn_tt_tt_1,6.1
Drama|Romance,Photograph,tt7778680,https://www.imdb.com/title/tt7778680/?ref_=fn_tt_tt_1,6.8
Action|Comedy|Drama,Tashan,tt0995752,https://www.imdb.com/title/tt0995752/?ref_=fn_tt_tt_1,3.8
Drama|Musical|Romance,Taal,tt0152836,https://www.imdb.com/title/tt0152836/?ref_=fn_tt_tt_1,6.6
Comedy,Hum Do Hamare Do,tt11816092,https://www.imdb.com/title/tt11816092/?ref_=fn_tt_tt_1,6
Action|Thriller,Saaho,tt6836936,https://www.imdb.com/title/tt6836936/?ref_=fn_tt_tt_1,5
Comedy|Drama|Family,We Are Family,tt1428459,https://www.imdb.com/title/tt1428459/?ref_=fn_tt_tt_1,5.6
Action|Comedy|Drama,Housefull 2,tt1980986,https://www.imdb.com/title/tt1980986/?ref_=fn_tt_tt_1,5.4
Action|Crime|Thriller,Baby,tt3848892,https://www.imdb.com/title/tt3848892/?ref_=fn_tt_tt_1,7.9
Action|Drama|Thriller,Code Name: Tiranga,tt22099068,https://www.imdb.com/title/tt22099068/?ref_=fn_tt_tt_1,3.3
Comedy|Romance,Mujhse Shaadi Karogi,tt0418362,https://www.imdb.com/title/tt0418362/?ref_=fn_tt_tt_1,6.7
Action|Crime|Drama,Ajnabee,tt0278291,https://www.imdb.com/title/tt0278291/?ref_=fn_tt_tt_1,6.3
Comedy|Drama|Romance,Bachna Ae Haseeno,tt1182972,https://www.imdb.com/title/tt1182972/?ref_=fn_tt_tt_1,6.2
Comedy|Drama|Family,Chef,tt5745450,https://www.imdb.com/title/tt5745450/?ref_=fn_tt_tt_1,5.7
Comedy|Drama|Romance,Dev.D,tt1327035,https://www.imdb.com/title/tt1327035/?ref_=fn_tt_tt_1,7.9
Action|Thriller,Spy,tt15509266,https://www.imdb.com/title/tt15509266/?ref_=fn_tt_tt_1,4.8
Action|Drama|Thriller,Mission Kashmir,tt0248185,https://www.imdb.com/title/tt0248185/?ref_=fn_tt_tt_1,6.6
Drama|Musical|Romance,Pyaasa,tt0050870,https://www.imdb.com/title/tt0050870/?ref_=fn_tt_tt_1,8.3
Comedy|Drama,Jayeshbhai Jordaar,tt10393870,https://www.imdb.com/title/tt10393870/?ref_=fn_tt_tt_1,6
Action|Drama|Sci-Fi,Pichaikkaran 2,tt12782448,https://www.imdb.com/title/tt12782448/?ref_=fn_tt_tt_1,5.7
Drama,Hazaaron Khwaishein Aisi,tt0411469,https://www.imdb.com/title/tt0411469/?ref_=fn_tt_tt_1,7.9
Action|Adventure|Romance,The Lovers,tt1321869,https://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,4.6
Biography|Crime|Drama,The Big Bull,tt9614452,https://www.imdb.com/title/tt9614452/?ref_=fn_tt_tt_1,5.7
Action|Comedy|Crime,Heropanti 2,tt11873440,https://www.imdb.com/title/tt11873440/?ref_=fn_tt_tt_1,2.4
Crime|Drama|Mystery,Te3n,tt4814290,https://www.imdb.com/title/tt4814290/?ref_=fn_tt_tt_1,7.2
Comedy|Drama|Romance,Hungama 2,tt8983220,https://www.imdb.com/title/tt8983220/?ref_=fn_tt_tt_1,3.2
Crime|Thriller,Boom,tt0330082,https://www.imdb.com/title/tt0330082/?ref_=fn_tt_tt_1,2.3
Action|Drama|Fantasy,Karan Arjun,tt0113526,https://www.imdb.com/title/tt0113526/?ref_=fn_tt_tt_1,6.8
Comedy|Drama|Romance,Shaandaar,tt4007558,https://www.imdb.com/title/tt4007558/?ref_=fn_tt_tt_1,3.6
Action|Drama|History,Samrat Prithviraj,tt9637132,https://www.imdb.com/title/tt9637132/?ref_=fn_tt_tt_1,5.7
Action|Comedy|Drama,Bharat,tt7721800,https://www.imdb.com/title/tt7721800/?ref_=fn_tt_tt_1,4.7
Action|Comedy|Horror,Laxmii,tt10350922,https://www.imdb.com/title/tt10350922/?ref_=fn_tt_tt_1,2.5
Crime|Drama|Mystery,Aazam,tt22932536,https://www.imdb.com/title/tt22932536/?ref_=fn_tt_tt_1,6
Comedy|Drama,Serious Men,tt10230414,https://www.imdb.com/title/tt10230414/?ref_=fn_tt_tt_1,6.8
Action|Comedy|Drama,Ishq,tt0133024,https://www.imdb.com/title/tt0133024/?ref_=fn_tt_tt_1,6.8
Action|Drama|Musical,Josh,tt0151150,https://www.imdb.com/title/tt0151150/?ref_=fn_tt_tt_1,6.1
Crime|Thriller,Footfairy,tt13130532,https://www.imdb.com/title/tt13130532/?ref_=fn_tt_tt_1,4.6
Action|Crime|Musical,C.I.D.,tt0049041,https://www.imdb.com/title/tt0049041/?ref_=fn_tt_tt_1,7.1
Action|Drama|Mystery,Zinda,tt0488906,https://www.imdb.com/title/tt0488906/?ref_=fn_tt_tt_1,4.8
Comedy,Non Stop Dhamaal,tt28364203,https://www.imdb.com/title/tt28364203/?ref_=fn_tt_tt_1,5.2
Drama|Romance,Ishq-e-nadaan,tt20872920,https://www.imdb.com/title/tt20872920/?ref_=fn_tt_tt_1,6.5
Drama|Romance,Fitoor,tt4399594,https://www.imdb.com/title/tt4399594/?ref_=fn_tt_tt_1,5.4
Action|Comedy|Romance,Andaz Apna Apna,tt0109117,https://www.imdb.com/title/tt0109117/?ref_=fn_tt_tt_1,8
Comedy|Drama,Jawaani Jaaneman,tt9248952,https://www.imdb.com/title/tt9248952/?ref_=fn_tt_tt_1,6.5
Action|Crime|Drama,Batla House,tt8869978,https://www.imdb.com/title/tt8869978/?ref_=fn_tt_tt_1,7.2
Action|Crime|Drama,Gabbar Is Back,tt2424988,https://www.imdb.com/title/tt2424988/?ref_=fn_tt_tt_1,7
Comedy|Drama|Romance,Partner,tt0807758,https://www.imdb.com/title/tt0807758/?ref_=fn_tt_tt_1,5.8
Action|Comedy|Crime,Awara Paagal Deewana,tt0319020,https://www.imdb.com/title/tt0319020/?ref_=fn_tt_tt_1,6.2
Action|Adventure|Comedy,A Flying Jatt,tt5235880,https://www.imdb.com/title/tt5235880/?ref_=fn_tt_tt_1,3.1
Comedy|Drama|Musical,Rangeela,tt0114234,https://www.imdb.com/title/tt0114234/?ref_=fn_tt_tt_1,7.4
Drama|Thriller,Jogi,tt21848358,https://www.imdb.com/title/tt21848358/?ref_=fn_tt_tt_1,7.1
Comedy|Drama|Romance,Tadka,tt5705876,https://www.imdb.com/title/tt5705876/?ref_=fn_tt_tt_1,6.7
Comedy|Drama|Fantasy,Paheli,tt0451850,https://www.imdb.com/title/tt0451850/?ref_=fn_tt_tt_1,6.4
Action|Comedy|Crime,Duplicate,tt0164550,https://www.imdb.com/title/tt0164550/?ref_=fn_tt_tt_1,5.5
Drama|Romance,Radhe Shyam,tt8960382,https://www.imdb.com/title/tt8960382/?ref_=fn_tt_tt_1,5.2
Comedy|Drama|Family,English Vinglish,tt2181931,https://www.imdb.com/title/tt2181931/?ref_=fn_tt_tt_1,7.8
Thriller,Koi Jaane Na,tt13989310,https://www.imdb.com/title/tt13989310/?ref_=fn_tt_tt_1,3.6
Crime|Drama|Thriller,72 Hoorain,tt13491678,https://www.imdb.com/title/tt13491678/?ref_=fn_tt_tt_1,7.1
Crime|Drama|Thriller,Rustom,tt5165344,https://www.imdb.com/title/tt5165344/?ref_=fn_tt_tt_1,7
Comedy|Drama|Romance,Chup Chup Ke,tt0464160,https://www.imdb.com/title/tt0464160/?ref_=fn_tt_tt_1,6.9
Drama|Thriller,Hate Story,tt2309987,https://www.imdb.com/title/tt2309987/?ref_=fn_tt_tt_1,5.3
Comedy|Crime,Tees Maar Khan,tt1572311,https://www.imdb.com/title/tt1572311/?ref_=fn_tt_tt_1,2.7
Action|Comedy|Drama,Mard Ko Dard Nahin Hota,tt8055888,https://www.imdb.com/title/tt8055888/?ref_=fn_tt_tt_1,7.3
Comedy|Drama|Musical,Hum Dil De Chuke Sanam,tt0150992,https://www.imdb.com/title/tt0150992/?ref_=fn_tt_tt_1,7.4
Action|Drama,Sadak 2,tt7886848,https://www.imdb.com/title/tt7886848/?ref_=fn_tt_tt_1,1.2
Drama,Black,tt0375611,https://www.imdb.com/title/tt0375611/?ref_=fn_tt_tt_1,8.1
Drama|Horror|Mystery,13B: Fear Has a New Address,tt1385824,https://www.imdb.com/title/tt1385824/?ref_=fn_tt_tt_1,7.3
Action|Drama|Romance,Fanaa,tt0439662,https://www.imdb.com/title/tt0439662/?ref_=fn_tt_tt_1,7.1
Comedy|Drama|Musical,Yaariyan 2,tt22743064,https://www.imdb.com/title/tt22743064/?ref_=fn_tt_tt_1,5.3
Action|Drama|Thriller,Yuva,tt0382383,https://www.imdb.com/title/tt0382383/?ref_=fn_tt_tt_1,7.3
Action|Crime|Drama,Sangharsh,tt0111068,https://www.imdb.com/title/tt0111068/?ref_=fn_tt_tt_1,6.7
Action|Crime|Thriller,Wanted,tt1084972,https://www.imdb.com/title/tt1084972/?ref_=fn_tt_tt_1,6.6
Comedy|Romance,Motichoor Chaknachoor,tt9172840,https://www.imdb.com/title/tt9172840/?ref_=fn_tt_tt_1,5.8
Action|Biography|Crime,Paan Singh Tomar,tt1620933,https://www.imdb.com/title/tt1620933/?ref_=fn_tt_tt_1,8.2
Comedy|Drama|Family,Sharmaji Namkeen,tt9098938,https://www.imdb.com/title/tt9098938/?ref_=fn_tt_tt_1,7.5
Drama|Musical,Music School,tt11680920,https://www.imdb.com/title/tt11680920/?ref_=fn_tt_tt_1,6.3
Action|Crime|Drama,Satyameva Jayate 2,tt10739666,https://www.imdb.com/title/tt10739666/?ref_=fn_tt_tt_1,4
Action|Adventure|Drama,Laal Kaptaan,tt9052960,https://www.imdb.com/title/tt9052960/?ref_=fn_tt_tt_1,7.2
Biography|Drama,Manto,tt6923462,https://www.imdb.com/title/tt6923462/?ref_=fn_tt_tt_1,7.3
Action|Crime|Drama,Khakee,tt0347332,https://www.imdb.com/title/tt0347332/?ref_=fn_tt_tt_1,7.4
Drama|Romance|Thriller,Yeh Saali Aashiqui,tt10443846,https://www.imdb.com/title/tt10443846/?ref_=fn_tt_tt_1,7.8
Action|Drama|Romance,Lakshya,tt0323013,https://www.imdb.com/title/tt0323013/?ref_=fn_tt_tt_1,7.8
Comedy|Drama,Badhaai ho,tt7725596,https://www.imdb.com/title/tt7725596/?ref_=fn_tt_tt_1,7.9
Drama,Trishna,tt1836987,https://www.imdb.com/title/tt1836987/?ref_=fn_tt_tt_1,6
Drama|Thriller,Guilty,tt10062614,https://www.imdb.com/title/tt10062614/?ref_=fn_tt_tt_1,5.4
Comedy|Fantasy,Thank God,tt13795296,https://www.imdb.com/title/tt13795296/?ref_=fn_tt_tt_1,5.6
Action|Crime|Drama,Ghayal,tt0099652,https://www.imdb.com/title/tt0099652/?ref_=fn_tt_tt_1,7.7
Action|Romance|Thriller,Baaghi,tt4864932,https://www.imdb.com/title/tt4864932/?ref_=fn_tt_tt_1,5.3
Action|Crime|Drama,Bombay Velvet,tt2979920,https://www.imdb.com/title/tt2979920/?ref_=fn_tt_tt_1,5.5
Action|Crime|Drama,Once Upon a Time in Mumbai Dobaara!,tt1891884,https://www.imdb.com/title/tt1891884/?ref_=fn_tt_tt_1,4.4
Drama|Romance,Shaadi Mein Zaroor Aana,tt7469726,https://www.imdb.com/title/tt7469726/?ref_=fn_tt_tt_1,7.5
Comedy|Drama|Romance,Lage Raho Munna Bhai,tt0456144,https://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1,8
Comedy|Romance,Luka Chuppi,tt8908002,https://www.imdb.com/title/tt8908002/?ref_=fn_tt_tt_1,6.4
Crime|Drama,Shor in the City,tt1916728,https://www.imdb.com/title/tt1916728/?ref_=fn_tt_tt_1,7.2
Action|Biography|Drama,Tanhaji: The Unsung Warrior,tt8108274,https://www.imdb.com/title/tt8108274/?ref_=fn_tt_tt_1,7.5
Comedy|Family,Neymar,tt18250130,https://www.imdb.com/title/tt18250130/?ref_=fn_tt_tt_1,6.4
Action|Comedy|Crime,AK vs AK,tt11651796,https://www.imdb.com/title/tt11651796/?ref_=fn_tt_tt_1,6.9
Biography|Drama,Sarbjit,tt5120640,https://www.imdb.com/title/tt5120640/?ref_=fn_tt_tt_1,7.3
Thriller,Connect,tt16139054,https://www.imdb.com/title/tt16139054/?ref_=fn_tt_tt_1,5.3
Crime|Drama|Horror,Welcome Home,tt13381376,https://www.imdb.com/title/tt13381376/?ref_=fn_tt_tt_1,7.4
Comedy|Drama,Padman,tt7218518,https://www.imdb.com/title/tt7218518/?ref_=fn_tt_tt_1,7.9
Action|Crime|Drama,Laththi,tt15341044,https://www.imdb.com/title/tt15341044/?ref_=fn_tt_tt_1,6.5
Crime|Drama|Thriller,Raman Raghav 2.0,tt5662932,https://www.imdb.com/title/tt5662932/?ref_=fn_tt_tt_1,7.3
Drama,Dhobi Ghat,tt1433810,https://www.imdb.com/title/tt1433810/?ref_=fn_tt_tt_1,7
Crime|Drama,Ardh Satya,tt0085178,https://www.imdb.com/title/tt0085178/?ref_=fn_tt_tt_1,8.1
Drama|Sport,Jersey,tt8948790,https://www.imdb.com/title/tt8948790/?ref_=fn_tt_tt_1,8.5
Comedy,Bala,tt9420648,https://www.imdb.com/title/tt9420648/?ref_=fn_tt_tt_1,7.3
Drama,Guru,tt0499375,https://www.imdb.com/title/tt0499375/?ref_=fn_tt_tt_1,7.7
Drama|Thriller,Stolen,tt28494851,https://www.imdb.com/title/tt28494851/?ref_=fn_tt_tt_1,7.8
Action|Comedy|Drama,Deewane Huye Paagal,tt0444781,https://www.imdb.com/title/tt0444781/?ref_=fn_tt_tt_1,5.5
Drama,Nail Polish,tt13143988,https://www.imdb.com/title/tt13143988/?ref_=fn_tt_tt_1,7.2
Comedy|Drama|Fantasy,Jaadugar,tt13793230,https://www.imdb.com/title/tt13793230/?ref_=fn_tt_tt_1,6.8
Drama|Romance|Thriller,Jism 2,tt2226666,https://www.imdb.com/title/tt2226666/?ref_=fn_tt_tt_1,3.1
,Three of Us,tt23804378,https://www.imdb.com/title/tt23804378/?ref_=fn_tt_tt_1,7.5
Comedy|Drama|Family,Bhootnath,tt0991346,https://www.imdb.com/title/tt0991346/?ref_=fn_tt_tt_1,6.4
Drama|Romance,Ascharyachakit!,tt6531196,https://www.imdb.com/title/tt6531196/?ref_=fn_tt_tt_1,5.1
Comedy|Drama|Family,Chillar Party,tt1841542,https://www.imdb.com/title/tt1841542/?ref_=fn_tt_tt_1,7.5
Comedy|Drama|Romance,I Hate Luv Storys,tt1667838,https://www.imdb.com/title/tt1667838/?ref_=fn_tt_tt_1,5.7
Action|Crime|Drama,Wazir,tt0315642,https://www.imdb.com/title/tt0315642/?ref_=fn_tt_tt_1,7.1
Action|Comedy|Crime,Singh Is Kinng,tt1146325,https://www.imdb.com/title/tt1146325/?ref_=fn_tt_tt_1,5.7
Action|Crime|Thriller,Holiday,tt2556308,https://www.imdb.com/title/tt2556308/?ref_=fn_tt_tt_1,7.2
Drama,#Home,tt10534500,https://www.imdb.com/title/tt10534500/?ref_=fn_tt_tt_1,8.8
Action|Sci-Fi|Thriller,Attack,tt7529298,https://www.imdb.com/title/tt7529298/?ref_=fn_tt_tt_1,6.8
Comedy|Drama|Romance,Janhit Mein Jaari,tt13534808,https://www.imdb.com/title/tt13534808/?ref_=fn_tt_tt_1,6.8
Action|Crime|Drama,Khiladiyon Ka Khiladi,tt0246729,https://www.imdb.com/title/tt0246729/?ref_=fn_tt_tt_1,6
Action|Drama,Vinaya Vidheya Rama,tt8361196,https://www.imdb.com/title/tt8361196/?ref_=fn_tt_tt_1,3.3
Crime|Drama|Thriller,Hate Story IV,tt5325684,https://www.imdb.com/title/tt5325684/?ref_=fn_tt_tt_1,3.4
Action|Crime|Drama,Rocky Handsome,tt3410408,https://www.imdb.com/title/tt3410408/?ref_=fn_tt_tt_1,6.8
Action|Adventure|Comedy,Dhamaal,tt0845448,https://www.imdb.com/title/tt0845448/?ref_=fn_tt_tt_1,7.5
Comedy|Drama|Romance,Pyaar Ka Punchnama 2,tt4430136,https://www.imdb.com/title/tt4430136/?ref_=fn_tt_tt_1,7.3
Comedy|Drama|Family,Chachi 420,tt0233422,https://www.imdb.com/title/tt0233422/?ref_=fn_tt_tt_1,7.4
Drama|Romance,Chalte Chalte,tt0346723,https://www.imdb.com/title/tt0346723/?ref_=fn_tt_tt_1,6.5
